fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,Wine color,quality
6.0,0.24,0.41,1.3,0.036,42.0,0.99018,3.04,0.64,11.75,White,good
6.6,0.39,0.28,9.2,0.036,10.0,0.99206,3.07,0.35,12.1,White,good
6.5,0.24,0.32,7.6,0.038,48.0,0.9958,3.45,0.54,9.7,White,good
8.0,0.705,0.05,1.9,0.074,8.0,0.9962,3.34,0.95,10.5,Red,good
7.6,0.18,0.36,2.4,0.049,38.0,0.996,3.6,0.46,10.3,White,bad
6.5,0.22,0.45,8.0,0.053,52.0,0.9959,3.23,0.48,9.1,White,good
7.6,0.685,0.23,2.3,0.111,20.0,0.9964,3.21,0.61,9.3,Red,bad
7.0,0.36,0.3,5.0,0.04,40.0,0.99173,3.33,0.42,12.2,White,good
7.2,0.73,0.02,2.5,0.076,16.0,0.9972,3.44,0.52,9.3,Red,bad
6.0,0.17,0.21,6.0,0.05,26.0,0.9939,3.08,0.54,9.8,White,good
5.8,0.26,0.24,9.2,0.044,55.0,0.9961,3.31,0.38,9.4,White,bad
5.4,0.255,0.33,1.2,0.051,29.0,0.99048,3.37,0.66,11.3,White,good
8.6,0.16,0.49,7.3,0.043,9.0,0.9953,3.13,0.59,10.5,White,good
6.3,0.26,0.21,4.0,0.03,24.0,0.9915,3.06,0.34,10.7,White,good
7.5,0.725,0.04,1.5,0.076,8.0,0.99508,3.26,0.53,9.6,Red,bad
7.1,0.875,0.05,5.7,0.082,3.0,0.99808,3.4,0.52,10.2,Red,bad
6.4,0.56,0.15,1.8,0.078,17.0,0.99294,3.33,0.6,10.5,Red,good
8.3,0.66,0.15,1.9,0.079,17.0,0.9972,3.31,0.54,9.6,Red,good
6.6,0.28,0.42,8.2,0.044,60.0,0.99562,3.14,0.48,9.4,White,bad
7.1,0.34,0.15,1.2,0.053,61.0,0.9936,3.09,0.43,9.2,White,bad
8.1,0.24,0.33,10.2,0.048,46.0,0.9972,3.16,0.48,10.3,White,good
6.8,0.27,0.35,7.8,0.048,76.0,0.9959,3.24,0.43,9.5,White,good
6.2,0.2,0.49,1.6,0.065,17.0,0.9937,3.22,0.52,9.2,White,good
8.4,0.24,0.49,7.4,0.039,46.0,0.9934,3.03,0.33,11.9,White,good
8.8,0.66,0.26,1.7,0.074,4.0,0.9971,3.15,0.74,9.2,Red,bad
8.0,0.37,0.31,4.7,0.038,3.0,0.99186,2.9,0.72,12.1,White,bad
6.7,0.24,0.32,9.0,0.023,20.0,0.99262,3.34,0.35,12.6,White,good
7.0,0.32,0.24,6.2,0.048,31.0,0.9957,3.23,0.62,9.4,White,good
6.8,0.28,0.43,7.6,0.03,30.0,0.99164,3.08,0.59,12.5,White,good
11.4,0.625,0.66,6.2,0.088,6.0,0.9988,3.11,0.99,13.3,Red,good
9.8,0.3,0.39,1.7,0.062,3.0,0.9948,3.14,0.57,11.5,Red,good
7.3,0.26,0.32,1.2,0.041,29.0,0.98978,3.07,0.45,12.0,White,good
8.0,0.25,0.49,1.2,0.061,27.0,0.9938,3.08,0.34,9.4,White,bad
8.7,0.34,0.46,13.8,0.055,68.0,0.9988,3.36,0.37,9.5,White,good
8.0,0.64,0.22,2.4,0.094,5.0,0.99612,3.37,0.58,11.0,Red,bad
6.9,0.2,0.34,1.9,0.043,25.0,0.9935,3.31,0.6,10.1,White,bad
7.5,0.32,0.49,1.7,0.031,44.0,0.9906,3.07,0.46,12.5,White,good
6.7,0.41,0.24,5.4,0.035,33.0,0.9901,3.12,0.44,12.8933333333333,White,good
6.4,0.27,0.19,1.9,0.085,21.0,0.99516,3.49,0.64,9.5,White,bad
5.2,0.25,0.23,1.4,0.047,20.0,0.99001,3.32,0.62,11.4,White,bad
12.5,0.56,0.49,2.4,0.064,5.0,0.9999,3.08,0.87,10.9,Red,bad
6.3,0.22,0.43,4.55,0.038,31.0,0.9918,3.35,0.33,11.5,White,good
6.0,0.24,0.32,6.3,0.03,34.0,0.9946,3.52,0.41,10.4,White,bad
10.4,0.34,0.58,3.7,0.174,6.0,0.997,3.19,0.7,11.3,Red,good
6.8,0.775,0.0,3.0,0.102,8.0,0.9965,3.45,0.56,10.7,Red,bad
6.6,0.17,0.26,7.4,0.052,45.0,0.99388,3.16,0.37,10.0,White,good
7.2,0.25,0.19,8.0,0.044,51.0,0.9964,3.16,0.44,9.2,White,bad
5.6,0.46,0.24,4.8,0.042,24.0,0.9908,3.29,0.37,12.6,White,good
6.8,0.27,0.28,7.8,0.038,26.0,0.9915,3.24,0.34,12.5,White,good
8.2,0.31,0.43,7.0,0.047,18.0,0.99628,3.23,0.64,10.6,White,bad
6.4,0.24,0.28,11.5,0.05,34.0,0.9969,3.31,0.45,9.5,White,bad
7.0,0.54,0.0,2.1,0.079,39.0,0.9956,3.39,0.84,11.4,Red,good
7.9,0.51,0.36,6.2,0.051,30.0,0.9984,3.09,0.53,9.7,White,bad
7.7,0.46,0.18,3.3,0.054,18.0,0.99392,3.12,0.51,10.8,White,good
5.1,0.25,0.36,1.3,0.035,40.0,0.9891,3.23,0.64,12.1,White,good
7.9,1.04,0.05,2.2,0.084,13.0,0.9959,3.22,0.55,9.9,Red,good
6.4,0.3,0.27,5.0,0.058,27.0,0.99198,3.22,0.49,12.2,White,good
8.0,0.26,0.28,4.8,0.05,34.0,0.99437,3.13,0.5,10.0,White,good
6.2,0.3,0.33,3.5,0.037,37.0,0.98987,3.18,0.37,12.4,White,good
6.6,0.32,0.47,15.6,0.063,27.0,0.99872,3.18,0.56,9.0,White,bad
11.8,0.26,0.52,1.8,0.071,6.0,0.9968,3.2,0.72,10.2,Red,good
6.4,0.26,0.24,6.4,0.04,27.0,0.9903,3.22,0.49,12.6,White,good
11.1,0.31,0.53,2.2,0.06,3.0,0.99572,3.02,0.83,10.9,Red,good
7.3,0.35,0.67,8.3,0.053,10.0,0.9959,3.19,0.5,10.9,White,bad
6.8,0.16,0.18,1.8,0.046,31.0,0.99226,3.27,0.55,10.8,White,good
7.0,0.62,0.1,1.4,0.071,27.0,0.996,3.28,0.61,9.2,Red,bad
7.6,0.16,0.44,1.4,0.043,25.0,0.9932,3.11,0.75,10.3,White,good
8.6,0.725,0.24,6.6,0.117,31.0,1.0014,3.32,1.07,9.3,Red,bad
6.7,0.31,0.09,1.4,0.039,53.0,0.99206,3.12,0.44,10.1,White,bad
7.8,0.24,0.38,2.1,0.058,14.0,0.994,3.21,0.55,9.9,White,bad
8.9,0.38,0.4,2.2,0.068,12.0,0.99486,3.27,0.75,12.6,Red,good
8.3,0.85,0.14,2.5,0.093,13.0,0.99724,3.36,0.54,10.1,Red,bad
6.6,0.32,0.22,16.7,0.046,38.0,0.9979,3.22,0.67,10.4,White,good
6.5,0.28,0.35,15.4,0.042,55.0,0.9978,3.23,0.5,9.6,White,good
5.5,0.35,0.35,1.1,0.045,14.0,0.992,3.34,0.68,9.9,White,good
6.6,0.19,0.28,11.8,0.042,54.0,0.99492,3.18,0.37,10.8,White,good
5.6,0.29,0.05,0.8,0.038,11.0,0.9924,3.36,0.35,9.2,White,bad
6.7,0.19,0.39,1.0,0.032,14.0,0.98912,3.31,0.38,13.0,White,good
8.1,0.545,0.18,1.9,0.08,13.0,0.9972,3.3,0.59,9.0,Red,good
6.0,0.18,0.27,1.5,0.089,40.0,0.9923,3.49,0.62,10.8,White,good
6.3,0.2,0.4,1.5,0.037,35.0,0.9917,3.46,0.5,11.4,White,good
6.6,0.24,0.28,1.8,0.028,39.0,0.99182,3.34,0.46,11.4,White,bad
7.2,0.34,0.32,2.5,0.09,43.0,0.9966,3.32,0.79,11.1,Red,bad
8.4,0.52,0.22,2.7,0.084,4.0,0.99682,3.26,0.57,9.9,Red,good
8.2,0.34,0.38,2.5,0.08,12.0,0.9978,3.3,0.47,9.0,Red,good
6.1,0.3,0.47,1.4,0.049,50.0,0.9927,3.19,0.45,9.5,White,bad
10.8,0.4,0.41,2.2,0.084,7.0,0.9984,3.08,0.67,9.3,Red,good
5.5,0.17,0.23,2.9,0.039,10.0,0.99243,3.28,0.5,10.0,White,bad
6.7,0.3,0.44,18.75,0.057,65.0,0.99956,3.11,0.53,9.1,White,bad
5.5,0.18,0.22,5.5,0.037,10.0,0.99156,3.46,0.44,12.2,White,bad
6.2,0.65,0.06,1.6,0.05,6.0,0.99348,3.57,0.54,11.95,Red,bad
5.3,0.57,0.01,1.7,0.054,5.0,0.9934,3.57,0.84,12.5,Red,good
5.9,0.395,0.13,2.4,0.056,14.0,0.99362,3.62,0.67,12.4,Red,good
5.6,0.32,0.33,7.4,0.037,25.0,0.99268,3.25,0.49,11.1,White,good
8.0,0.26,0.36,2.0,0.054,30.0,0.992,3.09,0.72,11.6,White,good
8.2,0.29,0.33,9.1,0.036,28.0,0.9953,2.96,0.4,10.9,White,good
6.4,0.34,0.2,14.9,0.06,37.0,0.9983,3.13,0.45,9.0,White,bad
7.8,0.5,0.17,1.6,0.082,21.0,0.996,3.39,0.48,9.5,Red,bad
6.6,0.33,0.31,1.3,0.02,29.0,0.99035,3.26,0.44,12.4,White,good
5.9,0.14,0.2,1.6,0.04,26.0,0.99105,3.25,0.45,11.4,White,good
6.5,0.46,0.24,11.5,0.051,56.0,0.99588,3.08,0.56,9.8,White,good
6.3,0.32,0.32,1.5,0.037,12.0,0.98993,3.3,0.46,12.3,White,good
7.2,1.0,0.0,3.0,0.102,7.0,0.99586,3.43,0.46,10.0,Red,bad
9.7,0.53,0.6,2.0,0.039,5.0,0.99585,3.3,0.86,12.4,Red,good
6.7,0.21,0.34,1.5,0.035,45.0,0.98949,3.24,0.36,12.6,White,good
7.5,0.51,0.02,1.7,0.084,13.0,0.99538,3.36,0.54,10.5,Red,good
7.1,0.35,0.24,15.4,0.055,46.0,0.9988,3.12,0.49,8.8,White,bad
6.2,0.1,0.41,1.0,0.04,17.0,0.98988,3.14,0.56,11.4,White,good
5.7,0.4,0.35,5.1,0.026,17.0,0.99052,3.18,0.67,12.4,White,good
7.1,0.38,0.4,2.2,0.042,54.0,0.99177,3.03,0.5,11.4,White,bad
7.1,0.09,0.3,6.2,0.032,24.0,0.993,2.99,0.39,10.9,White,good
6.7,0.27,0.12,1.3,0.041,62.0,0.9921,3.21,0.42,10.0,White,good
6.0,0.2,0.25,2.0,0.041,30.0,0.99078,3.27,0.56,11.1,White,good
5.1,0.52,0.06,2.7,0.052,30.0,0.9932,3.32,0.43,9.3,White,bad
8.6,0.53,0.22,2.0,0.1,7.0,0.9967,3.2,0.56,10.2,Red,good
7.1,0.44,0.37,2.7,0.041,35.0,0.9896,3.07,0.43,13.5,White,good
6.0,0.26,0.15,1.2,0.053,35.0,0.99347,3.08,0.46,8.8,White,bad
6.5,0.26,0.32,16.5,0.045,44.0,1.0,3.38,0.46,9.5,White,good
6.8,0.22,0.29,8.9,0.046,82.0,0.9955,3.3,0.44,10.3,White,good
6.0,0.17,0.21,6.0,0.05,26.0,0.9939,3.08,0.54,9.8,White,good
8.0,0.71,0.0,2.6,0.08,11.0,0.9976,3.44,0.53,9.5,Red,bad
7.8,0.445,0.56,1.0,0.04,8.0,0.9938,3.25,0.43,10.8,White,bad
8.9,0.32,0.31,2.0,0.088,12.0,0.9957,3.17,0.55,10.4,Red,good
8.8,0.33,0.41,5.9,0.073,7.0,0.99658,3.3,0.62,12.1,Red,good
6.6,0.34,0.2,1.0,0.053,26.0,0.99336,3.32,0.55,9.1,White,bad
7.1,0.25,0.28,1.2,0.04,31.0,0.99174,3.18,0.53,11.1,White,bad
6.6,0.3,0.45,8.0,0.038,54.0,0.9956,3.18,0.48,9.5,White,bad
7.6,0.25,0.34,1.3,0.056,34.0,0.99434,3.1,0.51,9.5,White,bad
7.1,0.3,0.46,1.5,0.066,29.0,0.9906,3.12,0.54,12.7,White,good
7.8,0.3,0.37,1.3,0.051,16.0,0.9941,3.32,0.62,10.0,White,bad
8.8,0.59,0.18,2.9,0.089,12.0,0.99738,3.14,0.54,9.4,Red,bad
6.6,0.21,0.31,11.4,0.039,46.0,0.99795,3.41,0.44,9.8,White,good
8.2,0.42,0.49,2.6,0.084,32.0,0.9988,3.34,0.75,8.7,Red,good
5.4,0.29,0.47,3.0,0.052,47.0,0.993,3.29,0.75,10.0,White,good
11.3,0.62,0.67,5.2,0.086,6.0,0.9988,3.22,0.69,13.4,Red,good
6.8,0.28,0.36,1.6,0.04,25.0,0.9924,3.23,0.66,10.3,White,good
6.4,0.23,0.32,1.9,0.038,40.0,0.99074,3.32,0.53,11.8,White,good
6.6,0.085,0.33,1.4,0.036,17.0,0.99306,3.27,0.61,9.5,White,good
7.5,0.685,0.07,2.5,0.058,5.0,0.99632,3.38,0.55,10.9,Red,bad
6.2,0.29,0.26,13.1,0.046,55.0,0.99745,3.16,0.41,9.6,White,good
8.3,0.28,0.4,7.8,0.041,38.0,0.9976,3.34,0.51,9.6,White,good
5.3,0.3,0.16,4.2,0.029,37.0,0.9905,3.3,0.36,11.8,White,good
7.5,0.35,0.37,2.5,0.066,29.0,0.98964,3.14,0.42,12.7,White,good
7.2,0.37,0.32,2.0,0.062,15.0,0.9947,3.23,0.73,11.3,Red,good
5.8,0.23,0.2,2.0,0.043,39.0,0.99226,3.21,0.39,10.2,White,good
8.6,0.47,0.47,2.4,0.074,7.0,0.9979,3.08,0.46,9.5,Red,bad
6.9,0.24,0.33,4.8,0.04,16.0,0.9936,3.26,0.64,10.7,White,good
7.7,0.51,0.28,2.1,0.087,23.0,0.998,3.42,0.74,9.2,Red,bad
5.3,0.3,0.3,1.2,0.029,25.0,0.98742,3.31,0.4,13.6,White,good
7.9,0.765,0.0,2.0,0.084,9.0,0.99619,3.33,0.68,10.9,Red,good
6.4,0.35,0.28,12.6,0.039,19.0,0.99539,3.2,0.43,10.6,White,good
6.15,0.21,0.37,3.2,0.021,20.0,0.99076,3.39,0.47,12.0,White,bad
6.9,0.23,0.4,7.5,0.04,50.0,0.9927,3.11,0.27,11.4,White,good
6.9,0.4,0.37,8.9,0.053,36.0,0.996,3.16,0.5,9.3,White,bad
6.7,0.26,0.26,4.0,0.079,35.5,0.9956,3.31,0.68,9.5,White,bad
8.5,0.26,0.21,16.2,0.074,41.0,0.998,3.02,0.5,9.8,White,bad
5.6,0.18,0.29,2.3,0.04,5.0,0.99126,3.07,0.45,10.1,White,bad
6.8,0.26,0.22,7.7,0.047,57.0,0.9959,3.1,0.47,9.0,White,bad
6.7,0.21,0.48,14.8,0.05,31.0,0.99942,2.95,0.75,8.8,White,good
6.6,0.33,0.32,15.6,0.054,62.0,0.99734,3.25,0.56,10.4,White,bad
6.5,0.25,0.2,1.4,0.024,29.0,0.9916,3.24,0.54,10.8,White,good
7.2,0.37,0.32,2.0,0.062,15.0,0.9947,3.23,0.73,11.3,Red,good
6.2,0.25,0.48,10.0,0.044,78.0,0.99655,3.25,0.47,9.5,White,good
9.2,0.43,0.49,2.4,0.086,23.0,0.9976,3.23,0.64,9.5,Red,bad
5.8,0.19,0.49,4.9,0.04,44.0,0.9935,3.34,0.38,9.5,White,good
6.2,0.21,0.29,1.6,0.039,24.0,0.99114,3.27,0.5,11.2,White,good
6.6,0.24,0.22,12.3,0.051,35.0,0.99676,3.1,0.67,9.4,White,bad
6.4,0.25,0.53,6.6,0.038,59.0,0.9955,3.03,0.42,8.8,White,bad
6.9,0.28,0.4,8.2,0.036,15.0,0.9944,3.17,0.33,10.2,White,bad
10.4,0.26,0.48,1.9,0.066,6.0,0.99724,3.33,0.87,10.9,Red,good
5.8,0.28,0.28,4.2,0.044,52.0,0.992,3.35,0.44,10.7,White,good
6.4,0.26,0.4,1.7,0.179,5.0,0.9925,3.09,0.54,10.1,White,bad
7.3,0.24,0.3,2.5,0.042,31.0,0.9911,3.05,0.56,11.3,White,good
7.2,0.695,0.13,2.0,0.076,12.0,0.99546,3.29,0.54,10.1,Red,bad
7.2,0.21,0.29,3.1,0.044,39.0,0.99143,3.0,0.6,11.3,White,good
7.1,0.26,0.49,2.2,0.032,31.0,0.9903,3.37,0.42,12.9,White,good
6.5,0.29,0.52,1.7,0.034,41.0,0.99223,3.25,0.59,10.4,White,good
5.9,0.395,0.13,2.4,0.056,14.0,0.99362,3.62,0.67,12.4,Red,good
5.9,0.31,0.3,7.7,0.047,60.0,0.995,3.2,0.39,9.6,White,good
6.6,0.27,0.25,3.1,0.052,41.0,0.9915,3.24,0.4,11.3,White,bad
8.2,0.26,0.49,5.2,0.04,19.0,0.9941,3.12,0.34,10.1,White,good
6.4,0.31,0.4,6.4,0.039,39.0,0.99513,3.14,0.52,9.8,White,bad
6.4,0.3,0.27,4.4,0.055,17.0,0.9925,3.23,0.44,12.2,White,good
6.9,0.25,0.3,4.1,0.054,23.0,0.994,2.99,0.38,9.4,White,good
6.0,0.22,0.33,12.2,0.033,25.0,0.99356,3.17,0.42,11.3,White,good
6.0,0.28,0.52,5.0,0.078,30.0,0.99494,3.1,0.36,9.0,White,good
7.2,0.39,0.62,11.0,0.047,66.0,0.9976,3.16,0.5,8.7,White,bad
5.4,0.375,0.4,3.3,0.054,29.0,0.99482,3.42,0.52,9.1,White,bad
6.4,0.19,0.35,10.2,0.043,40.0,0.99632,3.16,0.5,9.7,White,good
6.9,0.45,0.11,2.4,0.043,6.0,0.99354,3.3,0.65,11.4,Red,good
8.0,0.705,0.05,1.9,0.074,8.0,0.9962,3.34,0.95,10.5,Red,good
6.6,0.13,0.3,4.9,0.058,47.0,0.9946,3.51,0.45,10.3,White,good
6.7,0.27,0.3,13.9,0.029,34.0,0.9953,3.36,0.5,12.0,White,good
7.9,0.37,0.23,1.8,0.077,23.0,0.9963,3.28,0.67,9.3,Red,bad
6.9,0.25,0.35,1.3,0.039,29.0,0.9908,3.13,0.52,11.0,White,good
6.2,0.34,0.28,7.5,0.034,40.0,0.99485,3.14,0.6,9.7,White,bad
6.9,0.38,0.28,8.3,0.062,22.0,0.99506,3.16,0.72,10.6,White,bad
8.4,0.2,0.27,6.3,0.048,30.0,0.9966,3.25,0.5,9.1,White,good
8.5,0.18,0.3,1.1,0.028,34.0,0.99272,2.83,0.36,10.0,White,bad
7.9,0.3,0.6,1.85,0.048,13.0,0.99331,3.24,0.49,11.85,White,bad
7.2,0.29,0.4,7.6,0.024,56.0,0.9928,3.04,0.32,11.5,White,good
9.0,0.45,0.49,2.6,0.084,21.0,0.9987,3.35,0.57,9.7,Red,bad
6.6,0.26,0.56,15.4,0.053,32.0,0.9981,3.11,0.49,9.3,White,bad
7.7,0.24,0.27,1.8,0.051,52.0,0.9928,3.23,0.5,10.8,White,good
8.2,0.34,0.29,5.2,0.076,19.0,0.99138,2.95,0.39,12.5,White,good
8.0,0.22,0.28,14.0,0.053,83.0,0.9981,3.14,0.45,9.8,White,good
9.1,0.3,0.34,2.0,0.064,12.0,0.99516,3.26,0.84,11.7,Red,good
7.4,0.55,0.22,2.2,0.106,12.0,0.9959,3.05,0.63,9.2,Red,bad
6.7,0.18,0.37,1.3,0.027,42.0,0.98939,3.24,0.37,12.8,White,good
7.9,0.19,0.42,1.6,0.057,18.0,0.994,3.29,0.69,11.2,Red,good
8.8,0.31,0.4,2.8,0.109,7.0,0.99614,3.31,0.79,11.8,Red,good
6.4,0.27,0.29,3.9,0.034,62.0,0.99237,3.1,0.59,11.1,White,good
6.7,0.15,0.32,7.9,0.034,17.0,0.99512,3.29,0.31,10.0,White,good
8.0,0.44,0.49,9.1,0.031,46.0,0.9926,3.16,0.27,12.7,White,good
8.4,0.52,0.22,2.7,0.084,4.0,0.99682,3.26,0.57,9.9,Red,good
6.0,0.28,0.52,5.0,0.078,30.0,0.99494,3.1,0.36,9.0,White,good
7.6,0.19,0.38,10.6,0.06,48.0,0.9962,3.13,0.38,10.5,White,good
6.4,0.23,0.35,4.6,0.039,43.0,0.99216,3.18,0.4,11.0,White,good
6.8,0.68,0.09,3.9,0.068,15.0,0.99524,3.41,0.52,11.1,Red,bad
7.6,0.27,0.34,5.0,0.04,18.0,0.99084,3.06,0.48,12.4,White,good
5.8,0.22,0.29,0.9,0.034,34.0,0.98936,3.14,0.36,11.1,White,good
6.5,0.19,0.32,1.4,0.04,31.0,0.9922,3.36,0.54,10.8,White,good
5.9,0.15,0.31,5.8,0.041,53.0,0.9945,3.52,0.46,10.5,White,good
5.9,0.24,0.28,1.3,0.032,36.0,0.98889,3.08,0.64,12.9,White,good
8.1,0.26,0.27,4.3,0.03,43.0,0.99212,3.16,0.33,11.2,White,good
6.4,0.22,0.56,14.5,0.055,27.0,0.998,2.98,0.4,9.1,White,bad
6.1,0.22,0.28,16.55,0.059,54.0,0.99665,3.2,0.38,10.5,White,bad
6.6,0.855,0.02,2.4,0.062,15.0,0.99627,3.54,0.6,11.0,Red,good
6.7,0.32,0.44,2.4,0.061,24.0,0.99484,3.29,0.8,11.6,Red,good
7.0,0.24,0.3,12.3,0.035,72.0,0.9954,2.99,0.57,10.4,White,good
7.1,0.14,0.35,1.4,0.039,24.0,0.99212,2.97,0.68,10.4,White,bad
7.6,0.2,0.3,14.2,0.056,53.0,0.999,3.14,0.46,8.9,White,good
9.3,0.2,0.33,1.7,0.05,28.0,0.9954,3.16,0.43,9.0,White,bad
8.2,0.23,0.42,1.9,0.069,9.0,0.99376,3.21,0.54,12.3,Red,good
6.7,0.24,0.33,12.3,0.046,31.0,0.9983,3.36,0.4,9.5,White,bad
7.0,0.34,0.26,10.3,0.041,51.0,0.99382,3.08,0.35,11.6,White,good
10.9,0.37,0.58,4.0,0.071,17.0,0.99935,3.22,0.78,10.1,Red,bad
7.9,0.57,0.31,2.0,0.079,10.0,0.99677,3.29,0.69,9.5,Red,good
13.2,0.38,0.55,2.7,0.081,5.0,1.0006,2.98,0.54,9.4,Red,bad
7.7,0.26,0.26,2.0,0.052,19.0,0.9951,3.15,0.79,10.9,Red,good
7.1,0.3,0.49,1.6,0.045,31.0,0.9942,3.4,0.59,10.2,White,bad
10.2,0.36,0.64,2.9,0.122,10.0,0.998,3.23,0.66,12.5,Red,good
6.5,0.23,0.45,2.1,0.027,43.0,0.99054,3.02,0.52,11.3,White,good
10.4,0.24,0.49,1.8,0.075,6.0,0.9977,3.18,1.06,11.0,Red,good
7.2,0.2,0.25,4.5,0.044,31.0,0.9949,3.23,0.36,9.4,White,bad
6.4,0.17,0.27,9.9,0.047,26.0,0.99596,3.34,0.5,9.9,White,good
6.7,0.41,0.34,9.2,0.049,29.0,0.9968,3.22,0.51,9.1,White,bad
5.0,0.33,0.16,1.5,0.049,10.0,0.9917,3.48,0.44,10.7,White,good
8.1,0.26,0.37,1.9,0.072,48.0,0.9949,3.37,0.7,10.9,White,good
6.9,0.4,0.42,6.2,0.066,41.0,0.99552,3.12,0.54,9.4,White,bad
7.4,0.2,0.43,7.8,0.045,27.0,0.9964,3.19,0.55,9.0,White,good
7.5,0.35,0.48,12.4,0.056,61.0,0.99803,2.97,0.52,8.8,White,bad
6.4,0.16,0.25,1.4,0.057,21.0,0.99091,3.23,0.44,11.1,White,good
6.4,0.35,0.35,5.6,0.034,9.0,0.99441,3.17,0.5,9.8,White,bad
6.2,0.29,0.23,12.4,0.048,33.0,0.99612,3.11,0.56,9.9,White,good
7.0,0.17,0.37,1.5,0.028,26.0,0.9922,3.3,0.46,10.8,White,good
6.1,0.24,0.25,1.6,0.044,24.0,0.9921,3.39,0.59,10.9,White,good
6.5,0.37,0.3,2.2,0.033,39.0,0.98894,3.22,0.53,13.5,White,good
8.9,0.34,0.32,1.3,0.041,12.0,0.9953,3.17,0.49,9.5,White,bad
7.0,0.31,0.31,9.1,0.036,45.0,0.99216,2.98,0.31,12.0,White,good
10.3,0.27,0.24,2.1,0.072,15.0,0.9956,3.22,0.66,12.8,Red,good
9.6,0.77,0.12,2.9,0.082,30.0,0.99865,3.3,0.64,10.4,Red,good
7.1,0.68,0.0,2.3,0.087,17.0,0.99783,3.45,0.53,9.5,Red,bad
7.7,0.32,0.48,2.3,0.04,28.0,0.9911,3.2,0.52,12.8,White,good
6.1,0.35,0.07,1.4,0.069,22.0,0.9934,3.23,0.52,9.2,White,bad
7.3,0.2,0.29,19.5,0.039,69.0,1.00037,3.1,0.48,9.2,White,good
8.2,0.23,0.4,1.2,0.027,36.0,0.992,3.12,0.38,10.7,White,good
7.2,0.29,0.18,8.2,0.042,41.0,0.99644,3.16,0.49,9.1,White,bad
8.2,0.38,0.49,13.6,0.042,58.0,0.99855,3.1,0.54,9.4,White,bad
6.9,0.24,0.49,1.3,0.032,35.0,0.9932,3.45,0.57,10.7,White,good
7.3,0.22,0.49,9.4,0.034,29.0,0.9939,2.99,0.32,11.0,White,good
8.7,0.625,0.16,2.0,0.101,13.0,0.9962,3.14,0.57,11.0,Red,bad
7.6,0.21,0.6,2.1,0.046,47.0,0.9936,3.05,0.54,10.1,White,good
5.6,0.175,0.29,0.8,0.043,20.0,0.99112,3.28,0.48,9.9,White,good
6.8,0.18,0.37,1.5,0.027,37.0,0.992,3.3,0.45,10.8,White,good
10.6,0.44,0.68,4.1,0.114,6.0,0.997,3.06,0.66,13.4,Red,good
6.0,0.33,0.32,12.9,0.054,6.0,0.99572,3.3,0.56,11.5,Red,bad
6.1,0.44,0.28,4.25,0.032,43.0,0.9916,3.26,0.47,11.2666666666667,White,good
7.3,0.22,0.26,1.5,0.04,32.0,0.99194,3.27,0.48,11.2,White,good
4.7,0.335,0.14,1.3,0.036,69.0,0.99212,3.47,0.46,10.5,White,bad
6.1,0.27,0.25,1.8,0.041,9.0,0.9929,3.08,0.54,9.0,White,bad
6.9,0.28,0.4,8.2,0.036,15.0,0.9944,3.17,0.33,10.2,White,bad
7.2,0.43,0.24,6.7,0.058,40.0,0.995,3.2,0.41,9.9,White,bad
7.4,0.44,0.2,11.5,0.049,44.0,0.998,3.27,0.44,9.0,White,bad
7.3,0.43,0.37,4.6,0.028,17.0,0.991,3.23,0.43,13.2,White,good
6.0,0.27,0.26,1.3,0.038,32.0,0.99125,3.46,0.43,11.1,White,good
6.6,0.15,0.32,6.0,0.033,59.0,0.99192,3.19,0.71,12.1,White,good
6.5,0.22,0.5,16.4,0.048,36.0,0.99904,3.02,0.49,8.8,White,good
8.6,0.37,0.65,6.4,0.08,3.0,0.99817,3.27,0.58,11.0,Red,bad
6.5,0.33,0.28,6.1,0.018,41.0,0.99122,3.24,0.32,12.2,White,good
6.3,0.29,0.29,3.3,0.037,32.0,0.9895,3.17,0.36,12.8,White,good
7.6,0.27,0.33,2.0,0.059,19.0,0.9944,3.22,0.56,9.9,White,bad
7.2,0.25,0.19,8.0,0.044,51.0,0.9964,3.16,0.44,9.2,White,bad
6.9,0.19,0.35,1.7,0.036,33.0,0.99315,3.21,0.54,10.8,White,good
7.6,0.29,0.26,6.5,0.042,32.0,0.9944,3.14,0.47,10.7,White,bad
6.5,0.25,0.2,1.4,0.024,29.0,0.9916,3.24,0.54,10.8,White,good
8.0,0.13,0.25,1.1,0.033,15.0,0.99044,2.98,0.39,11.2,White,good
6.0,0.34,0.29,6.1,0.046,29.0,0.99462,3.48,0.57,10.7,White,good
6.2,0.16,0.47,1.4,0.029,23.0,0.99,3.26,0.42,12.2,White,good
8.3,0.19,0.49,1.2,0.051,11.0,0.9918,3.06,0.46,11.0,White,good
6.8,0.26,0.34,13.9,0.034,39.0,0.9949,3.33,0.53,12.0,White,good
8.0,0.34,0.25,6.4,0.035,38.0,0.99148,2.91,0.23,12.2,White,good
6.8,0.67,0.0,1.9,0.08,22.0,0.99701,3.4,0.74,9.7,Red,bad
8.1,0.45,0.34,8.3,0.037,33.0,0.9976,3.31,0.64,9.7,White,bad
6.9,0.58,0.2,1.75,0.058,8.0,0.99322,3.38,0.49,11.7,Red,bad
